816	  186.56    451.53  
817	  186.39    450.75  
818	  186.32    451.13  
819	  186.53    450.89  
820	  187.14    453.05  
821	  186.25    451.82  
822	  188.04    452.50  
823	  185.94    453.24  
824	  186.68    451.66  
825	  185.44    450.22  
826	  182.76    451.84  
827	  182.81    450.87  
828	  181.57    451.58  
829	  181.46    451.87  
830	  181.10    451.75  
831	  180.41    450.74  
832	  181.82    452.44  
833	  183.90    453.37  
834	  184.81    452.01  
835	  184.47    451.22  
836	  185.13    452.39  
837	  184.72    451.66  
838	  185.65    451.27  
839	  185.44    451.19  
840	  184.75    452.13  
841	  184.70    452.96  
842	  183.26    453.01  
843	  183.39    452.61  
844	  183.69    452.85  
845	  188.17    452.04  
846	  186.98    452.19  
847	  187.95    452.89  
848	  186.70    451.37  
849	  187.76    451.06  
850	  186.11    450.89  
851	  185.97    451.76  
852	  186.42    452.17  
853	  182.60    451.50  
854	  182.24    452.89  
855	  180.93    453.69  
856	  181.14    452.62  
857	  179.83    451.31  
858	  182.87    450.07  
859	  180.04    449.71  
860	  180.68    450.45  
861	  183.43    450.38  
862	  183.85    451.73  
863	  181.92    451.74  
864	  180.65    453.02  
865	  181.54    451.44  
866	  183.47    452.65  
867	  182.81    453.50  
868	  184.09    453.04  
869	  182.76    451.99  
870	  182.17    451.97  
871	  183.76    452.24  
872	  184.76    453.20  
873	  185.18    451.17  
874	  185.25    452.19  
875	  184.70    452.03  
876	  183.11    452.27  
877	  183.44    453.00  
878	  185.55    453.25  
879	  184.75    452.28  
880	  182.82    453.17  
881	  181.57    452.99  
882	  183.89    452.73  
883	  181.88    452.26  
884	  183.25    453.23  
885	  183.17    453.41  
886	  184.38    452.16  
887	  183.85    452.32  
888	  184.25    453.22  
889	  184.17    452.97  
890	  184.32    453.92  
891	  187.00    453.21  
892	  188.13    451.91  
893	  188.06    450.94  
894	  188.65    452.27  
895	  186.71    452.47  
896	  186.57    450.90  
897	  186.32    451.92  
898	  185.61    452.27  
899	  186.01    451.16  
900	  184.58    451.43  
901	  183.80    451.96  
902	  184.85    451.84  
903	  182.30    452.09  
904	  181.41    451.63  
905	  181.14    452.53  
906	  181.60    451.37  
907	  183.34    451.40  
908	  183.64    451.53  
909	  185.14    451.95  
910	  183.57    452.01  
911	  184.72    452.03  
912	  184.21    451.29  
913	  184.29    452.43  
914	  184.57    453.14  
915	  182.61    452.05  
916	  182.73    449.93  
917	  183.64    452.20  
918	  183.39    454.10  
919	  183.78    452.18  
920	  185.39    452.08  
921	  186.90    451.01  
922	  186.93    450.58  
923	  183.95    452.23  
924	  185.09    452.97  
925	  183.43    451.99  
926	  183.77    451.76  
927	  183.93    450.85  
928	  182.72    451.57  
929	  183.87    451.56  
930	  186.59    451.17  
931	  186.37    451.36  
932	  186.31    450.87  
933	  185.22    450.97  
934	  185.91    451.13  
935	  185.14    451.45  
936	  183.49    452.77  
937	  184.90    452.56  
938	  184.55    451.96  
939	  183.01    452.79  
940	  183.25    452.37  
941	  182.80    451.21  
942	  184.19    453.67  
943	  185.73    453.34  
944	  186.42    454.35  
945	  185.05    453.72  
946	  185.53    454.69  
947	  183.84    453.87  
948	  184.62    452.74  
949	  184.97    452.27  
950	  183.69    450.17  
951	  184.70    451.96  
952	  185.65    453.48  
953	  184.09    451.88  
954	  185.05    452.61  
955	  185.41    453.52  
956	  184.77    452.44  
957	  184.92    454.11  
958	  185.08    451.89  
959	  186.34    450.94  
960	  186.78    448.63  
961	  188.67    451.87  
962	  186.94    451.57  
963	  185.35    449.78  
964	  186.53    451.26  
965	  184.23    451.94  
966	  185.55    452.35  
967	  185.34    453.08  
968	  186.70    452.62  
969	  184.65    452.50  
970	  184.61    452.32  
971	  184.33    452.69  
972	  182.84    452.39  
973	  183.15    452.56  
974	  182.29    452.62  
975	  184.27    451.52  
976	  184.47    451.57  
977	  185.69    451.84  
978	  185.65    450.22  
979	  183.75    451.03  
980	  185.03    450.73  
981	  185.30    451.99  
982	  185.52    451.67  
983	  183.24    451.97  
984	  182.55    452.93  
985	  181.11    452.32  
986	  181.63    451.41  
987	  180.15    452.36  
988	  180.79    452.83  
989	  181.63    452.29  
990	  183.18    451.64  
991	  183.27    451.29  
992	  184.90    452.62  
993	  183.81    452.71  
994	  184.04    452.08  
995	  186.25    452.12  
996	  186.81    452.53  
997	  185.86    451.71  
998	  185.06    450.93  
999	  183.27    450.48  
1000	  182.96    451.80  
1001	  181.18    450.42  
1002	  183.35    451.01  
1003	  183.31    452.92  
1004	  181.18    453.77  
1005	  183.78    452.89  
1006	  183.37    452.12  
1007	  182.87    452.88  
1008	  182.98    452.85  
1009	  184.08    451.23  
1010	  185.08    452.86  
1011	  184.16    452.98  
1012	  184.03    450.71  
1013	  183.72    451.64  
1014	  182.58    451.68  
1015	  183.22    452.50  
1016	  182.76    453.23  
1017	  182.97    451.86  
1018	  183.15    453.93  
1019	  183.94    453.44  
1020	  184.05    452.51  
1021	  182.36    452.79  
1022	  182.98    452.55  
1023	  183.01    452.27  
1024	  183.04    451.39  
1025	  184.04    450.53  
1026	  182.88    452.40  
1027	  184.35    451.22  
1028	  184.43    449.79  
1029	  185.89    452.04  
1030	  183.81    450.54  
1031	  184.24    450.11  
1032	  186.08    451.33  
1033	  185.91    451.94  
1034	  186.75    453.01  
1035	  187.01    453.00  
1036	  187.23    452.16  
1037	  186.92    452.32  
1038	  186.91    452.10  
1039	  186.15    451.58  
1040	  185.47    451.06  
1041	  185.63    451.94  
1042	  186.72    452.19  
1043	  185.77    452.54  
1044	  185.52    452.28  
1045	  187.52    451.60  
1046	  186.70    452.81  
1047	  187.48    452.22  
1048	  185.33    452.74  
1049	  184.80    452.82  
1050	  183.38    453.66  
1051	  184.77    453.42  
1052	  183.19    452.35  
1053	  181.40    450.89  
1054	  182.42    451.11  
1055	  183.02    451.43  
1056	  181.81    452.46  
1057	  182.87    451.34  
1058	  183.27    451.75  
1059	  185.35    450.65  
1060	  184.37    451.24  
1061	  185.33    452.40  
1062	  185.68    453.01  
1063	  184.90    451.54  
1064	  184.33    451.42  
1065	  184.62    451.42  
1066	  183.48    452.35  
1067	  182.66    451.45  
1068	  182.86    451.68  
1069	  181.31    453.31  
1070	  181.42    452.35  
1071	  183.56    452.25  
1072	  183.88    451.62  
1073	  183.08    452.07  
1074	  183.80    453.07  
1075	  182.72    450.65  
1076	  183.78    451.96  
1077	  184.90    450.36  
1078	  183.08    452.12  
1079	  182.33    450.43  
1080	  183.13    450.89  
1081	  185.20    452.63  
1082	  185.65    451.45  
1083	  186.01    451.33  
1084	  184.79    452.16  
1085	  184.52    450.78  
1086	  183.99    452.52  
1087	  183.01    451.75  
1088	  183.50    452.82  
1089	  185.29    454.27  
1090	  185.32    452.50  
1091	  185.78    450.58  
1092	  185.30    449.93  
1093	  185.51    448.85  
1094	  183.74    449.79  
1095	  183.98    450.28  
1096	  184.26    451.54  
1097	  184.08    452.36  
1098	  183.81    452.34  
1099	  182.17    452.39  
1100	  184.43    452.75  
1101	  185.98    453.45  
1102	  183.84    451.92  
